,RAW,FREQ,FULL_NAME,ADDRESS,LOC_TYPE,STREET,CITY,STATE,ZIP,COUNTY_SYSTEM,STATUS,
2757,SCENE 5100 S. S,1,,,,,,,,,,
2758,SCENE 5101 W FE,1,,,,,,,,,,
2759,SCENE 5101 W HI,1,,,,,,,,,,
2760,SCENE 5107 S. L,1,,,,,,,,,,
2761,SCENE 5108 W 63,1,,,,,,,,,,
2762,SCENE 511 SOUTH,1,,,,,,,,,,
2763,SCENE 5113 N. H,1,,,,,,,,,,
2764,SCENE 5115 W. R,1,,,,,,,,,,
2765,SCENE 512 NORTH,1,,,,,,,,,,
2766,SCENE 5121 NORT,1,,,,,,,,,,
2767,SCENE 5123 S KE,1,,,,,,,,,,
2768,SCENE 5128 S NA,1,,,,,,,,,,
2769,SCENE 5133 W NO,1,,,,,,,,,,
2770,SCENE 5134 S HE,1,,,,,,,,,,
2771,SCENE 5135 S. F,1,,,,,,,,,,
2772,SCENE 5136 SOUT,1,,,,,,,,,,
2773,SCENE 5139 S MA,1,,,,,,,,,,
2774,SCENE 514 E 109,1,,,,,,,,,,
2775,SCENE 514 S. KO,1,,,,,,,,,,
2776,SCENE 514 W. PE,1,,,,,,,,,,
2777,SCENE 5140 N. S,1,,,,,,,,,,
2778,SCENE 5140 W NO,1,,,,,,,,,,
2779,SCENE 5144 S LO,1,,,,,,,,,,
2780,SCENE 5145 W OH,1,,,,,,,,,,
2781,SCENE 5147 S SP,1,,,,,,,,,,
2782,SCENE 515 W WIN,1,,,,,,,,,,
2783,SCENE 5150 W CH,1,,,,,,,,,,
2784,SCENE 5150 W RO,1,,,,,,,,,,
2785,SCENE 5152 S JU,1,,,,,,,,,,
2786,SCENE 5153 W HU,1,,,,,,,,,,
2787,SCENE 5154 S. W,1,,,,,,,,,,
2788,SCENE 5155 S. S,1,,,,,,,,,,
2789,SCENE 5156 SOUT,1,,,,,,,,,,
2790,SCENE 5158 S. J,1,,,,,,,,,,
2791,SCENE 5158 W QU,1,,,,,,,,,,
2792,SCENE 516 W ILL,1,,,,,,,,,,
2793,SCENE 516 W. IL,1,,,,,,,,,,
2794,SCENE 517 E 79T,1,,,,,,,,,,
2795,SCENE 517 S CAM,1,,,,,,,,,,
2796,SCENE 5170 SOUT,1,,,,,,,,,,
2797,SCENE 519 S CAL,1,,,,,,,,,,
2798,SCENE 52 NORTH,1,,,,,,,,,,
2799,SCENE 5200 S. H,1,,,,,,,,,,
2800,SCENE 5201 S CO,1,,,,,,,,,,
2801,SCENE 5201 S FE,1,,,,,,,,,,
2802,SCENE 5201 S. F,1,,,,,,,,,,
2803,SCENE 5204 S CA,1,,,,,,,,,,
2804,SCENE 5205 S. C,1,,,,,,,,,,
2805,SCENE 5206  LAK,1,,,,,,,,,,
2806,SCENE 5206 N. L,1,,,,,,,,,,
2807,SCENE 521 E 38T,1,,,,,,,,,,
2808,SCENE 5214 S LA,1,,,,,,,,,,
2809,SCENE 5215  W Q,1,,,,,,,,,,
2810,SCENE 5218 SOUT,1,,,,,,,,,,
2811,SCENE 5219 W LA,1,,,,,,,,,,
2812,SCENE 522 N AVE,1,,,,,,,,,,
2813,SCENE 522 W 58T,1,,,,,,,,,,
2814,SCENE 5220 S. D,1,,,,,,,,,,
2815,SCENE 5221 SOUT,1,,,,,,,,,,
2816,SCENE 5221 W 30,1,,,,,,,,,,
2817,SCENE 5223 W FE,1,,,,,,,,,,
2818,SCENE 5229 W 23,1,,,,,,,,,,
2819,SCENE 523 E 92N,1,,,,,,,,,,
2820,SCENE 5230 SOUT,1,,,,,,,,,,
2821,SCENE 5232 S. S,1,,,,,,,,,,
2822,SCENE 5235 N. W,1,,,,,,,,,,
2823,SCENE 5237 W. L,1,,,,,,,,,,
2824,SCENE 5238 W. C,1,,,,,,,,,,
2825,SCENE 524 W 31S,1,,,,,,,,,,
2826,SCENE 5241 S HO,1,,,,,,,,,,
2827,SCENE 5241 W LA,1,,,,,,,,,,
2828,SCENE 5243 N. H,1,,,,,,,,,,
2829,SCENE 5245 SMOZ,1,,,,,,,,,,
2830,SCENE 5250 MICH,1,,,,,,,,,,
2831,SCENE 5252 W NO,1,,,,,,,,,,
2832,SCENE 5254 W CH,1,,,,,,,,,,
2833,SCENE 5256 S LO,1,,,,,,,,,,
2834,SCENE 5256 S MA,1,,,,,,,,,,
2835,SCENE 5259 W. F,1,,,,,,,,,,
2836,SCENE 526 W. 57,1,,,,,,,,,,
2837,SCENE 5261 W JA,1,,,,,,,,,,
2838,SCENE 527 E. 46,1,,,,,,,,,,
2839,SCENE 527 E. BR,1,,,,,,,,,,
2840,SCENE 5271 N. L,1,,,,,,,,,,
2841,SCENE 528 E 63R,1,,,,,,,,,,
2842,SCENE 529 N HAM,1,,,,,,,,,,
2843,SCENE 530 W 59T,1,,,,,,,,,,
2844,SCENE 530 W. 41,1,,,,,,,,,,
2845,SCENE 5300 S. M,1,,,,,,,,,,
2846,SCENE 5300 SOUT,1,,,,,,,,,,
2847,SCENE 5302 W VA,1,,,,,,,,,,
2848,SCENE 5305 W AD,1,,,,,,,,,,
2849,SCENE 5309 W HA,1,,,,,,,,,,
2850,SCENE 531 N KED,1,,,,,,,,,,
2851,SCENE 5310 W. M,1,,,,,,,,,,
2852,SCENE 5311 W MA,1,,,,,,,,,,
2853,SCENE 5314 S MA,1,,,,,,,,,,
2854,SCENE 5314 S. A,1,,,,,,,,,,
2855,SCENE 5314 W 25,1,,,,,,,,,,
2856,SCENE 5316 W MO,1,,,,,,,,,,
2857,SCENE 5317 N. D,1,,,,,,,,,,
2858,SCENE 5319 W AG,1,,,,,,,,,,
2859,SCENE 532 N KIL,1,,,,,,,,,,
2860,SCENE 5320 S BI,1,,,,,,,,,,
2861,SCENE 5326 S ST,1,,,,,,,,,,
2862,SCENE 5328 S CA,1,,,,,,,,,,
2863,SCENE 5330 S HA,1,,,,,,,,,,
2864,SCENE 5331 S. H,1,,,,,,,,,,
2865,SCENE 5335 W FE,1,,,,,,,,,,
2866,SCENE 5335 W FR,1,,,,,,,,,,
2867,SCENE 5336 W CH,1,,,,,,,,,,
2868,SCENE 5336 W NO,1,,,,,,,,,,
2869,SCENE 534 W DIV,1,,,,,,,,,,
2870,SCENE 5341 W CR,1,,,,,,,,,,
2871,SCENE 5348 S HO,1,,,,,,,,,,
2872,SCENE 535 S WES,1,,,,,,,,,,
2873,SCENE 535 W HAR,1,,,,,,,,,,
2874,SCENE 5350 S. S,1,,,,,,,,,,
2875,SCENE 5355 S. P,1,,,,,,,,,,
2876,SCENE 5355 W. D,1,,,,,,,,,,
2877,SCENE 5357 S SH,1,,,,,,,,,,
2878,SCENE 5358 S HO,1,,,,,,,,,,
2879,SCENE 5358 W MA,1,,,,,,,,,,
2880,SCENE 536 E 41S,1,,,,,,,,,,
2881,SCENE 537 CONCO,1,,,,,,,,,,
2882,SCENE 537 E. 38,1,,,,,,,,,,
2883,SCENE 537 E. 79,1,,,,,,,,,,
2884,SCENE 538 E SIB,1,,,,,,,,,,
2885,SCENE 539 S ST,1,,,,,,,,,,
2886,SCENE 54 N LOTU,1,,,,,,,,,,
2887,SCENE 540 E 45T,1,,,,,,,,,,
2888,SCENE 5400 W WE,1,,,,,,,,,,
2889,SCENE 5401 SRIC,1,,,,,,,,,,
2890,SCENE 5403 S. C,1,,,,,,,,,,
2891,SCENE 5407 HYDE,1,,,,,,,,,,
2892,SCENE 5407 S SP,1,,,,,,,,,,
2893,SCENE 5409 S. W,1,,,,,,,,,,
2894,SCENE 541 S MAP,1,,,,,,,,,,
2895,SCENE 5410 WEST,1,,,,,,,,,,
2896,SCENE 5411 N WI,1,,,,,,,,,,
2897,SCENE 5411 W. A,1,,,,,,,,,,
2898,SCENE 5411 W.AR,1,,,,,,,,,,
2899,SCENE 5412 W MA,1,,,,,,,,,,
2900,SCENE 5413 S LA,1,,,,,,,,,,
2901,SCENE 5414 S. W,1,,,,,,,,,,
2902,SCENE 5419 W. W,1,,,,,,,,,,
2903,SCENE 542 N. CE,1,,,,,,,,,,
2904,SCENE 5421 S MO,1,,,,,,,,,,
2905,SCENE 5424 S WO,1,,,,,,,,,,
2906,SCENE 5424 S. C,1,,,,,,,,,,
2907,SCENE 5426 S. L,1,,,,,,,,,,
2908,SCENE 5430 S S,1,,,,,,,,,,
2909,SCENE 5431 S BI,1,,,,,,,,,,
2910,SCENE 5433 W LE,1,,,,,,,,,,
2911,SCENE 5436 W TH,1,,,,,,,,,,
2912,SCENE 5437 S WI,1,,,,,,,,,,
2913,SCENE 5438 S LO,1,,,,,,,,,,
2914,SCENE 5438 W MO,1,,,,,,,,,,
2915,SCENE 5440 S FE,1,,,,,,,,,,
2916,SCENE 5441 NORT,1,,,,,,,,,,
2917,SCENE 5442 SMOZ,1,,,,,,,,,,
2918,SCENE 5443 S MA,1,,,,,,,,,,
2919,SCENE 5446 W MO,1,,,,,,,,,,
2920,SCENE 5447 N.LI,1,,,,,,,,,,
2921,SCENE 5449 W WA,1,,,,,,,,,,
2922,SCENE 5457 S ST,1,,,,,,,,,,
2923,SCENE 5458 S JU,1,,,,,,,,,,
2924,SCENE 5458 S LA,1,,,,,,,,,,
2925,SCENE 5461 W CH,1,,,,,,,,,,
2926,SCENE 548 N CIC,1,,,,,,,,,,
2927,SCENE 549 E.104,1,,,,,,,,,,
2928,SCENE 549 N LEC,1,,,,,,,,,,
2929,SCENE 550 W. RO,1,,,,,,,,,,
2930,SCENE 5500 S WA,1,,,,,,,,,,
2931,SCENE 5501 W. W,1,,,,,,,,,,
2932,SCENE 5501 WEST,1,,,,,,,,,,
2933,SCENE 5504 W. H,1,,,,,,,,,,
2934,SCENE 5506 W HE,1,,,,,,,,,,
2935,SCENE 5508 W CO,1,,,,,,,,,,
2936,SCENE 5510 S WI,1,,,,,,,,,,
2937,SCENE 5510 W LA,1,,,,,,,,,,
2938,SCENE 5510 W RI,1,,,,,,,,,,
2939,SCENE 5511 W 25,1,,,,,,,,,,
2940,SCENE 5512 W 23,1,,,,,,,,,,
2941,SCENE 5514 W CO,1,,,,,,,,,,
2942,SCENE 5519 S UN,1,,,,,,,,,,
2943,SCENE 5520 S PR,1,,,,,,,,,,
2944,SCENE 5520 S. A,1,,,,,,,,,,
2945,SCENE 5523 S SH,1,,,,,,,,,,
2946,SCENE 5523 S. H,1,,,,,,,,,,
2947,SCENE 5524 W 87,1,,,,,,,,,,
2948,SCENE 5525 S NO,1,,,,,,,,,,
2949,SCENE 5525 SOUT,1,,,,,,,,,,
2950,SCENE 553 N. CE,1,,,,,,,,,,
2951,SCENE 5530 S KO,1,,,,,,,,,,
2952,SCENE 5530 S. C,1,,,,,,,,,,
2953,SCENE 5532 S HE,1,,,,,,,,,,
2954,SCENE 5532 SOUT,1,,,,,,,,,,
2955,SCENE 5533 W 22,1,,,,,,,,,,
2956,SCENE 5536  S C,1,,,,,,,,,,
2957,SCENE 5539 SOUT,1,,,,,,,,,,
2958,SCENE 554 N LAR,1,,,,,,,,,,
2959,SCENE 554 PERSH,1,,,,,,,,,,
2960,SCENE 554 W PER,1,,,,,,,,,,
2961,SCENE 5542 W MO,1,,,,,,,,,,
2962,SCENE 5544 S SE,1,,,,,,,,,,
2963,SCENE 5544 SOUT,1,,,,,,,,,,
2964,SCENE 5546 S. E,1,,,,,,,,,,
2965,SCENE 5546 W. L,1,,,,,,,,,,
2966,SCENE 5547 WEST,1,,,,,,,,,,
2967,SCENE 555 E 33,1,,,,,,,,,,
2968,SCENE 5555 W GR,1,,,,,,,,,,
2969,SCENE 5558 W NO,1,,,,,,,,,,
2970,SCENE 5558 W. J,1,,,,,,,,,,
2971,SCENE 5561 S. S,1,,,,,,,,,,
2972,SCENE 557 N HAM,1,,,,,,,,,,
2973,SCENE 559 EAST,1,,,,,,,,,,
2974,SCENE 56 N LARA,1,,,,,,,,,,
2975,SCENE 5600 OLD,1,,,,,,,,,,
2976,SCENE 5600 S WO,1,,,,,,,,,,
2977,SCENE 5600 W BL,1,,,,,,,,,,
2978,SCENE 5601 S. H,1,,,,,,,,,,
2979,SCENE 5601 SOUT,1,,,,,,,,,,
2980,SCENE 5601 W DI,1,,,,,,,,,,
2981,SCENE 5601 W. M,1,,,,,,,,,,
2982,SCENE 5602 S PE,1,,,,,,,,,,
2983,SCENE 5602 S. C,1,,,,,,,,,,
2984,SCENE 5604 W NO,1,,,,,,,,,,
2985,SCENE 5607 S MA,1,,,,,,,,,,
2986,SCENE 5611 S EV,1,,,,,,,,,,
2987,SCENE 5614 WEST,1,,,,,,,,,,
2988,SCENE 5618 S WO,1,,,,,,,,,,
2989,SCENE 5618 S. W,1,,,,,,,,,,
2990,SCENE 5625 W MA,1,,,,,,,,,,
2991,SCENE 563 BENSL,1,,,,,,,,,,
2992,SCENE 5630 MAY,1,,,,,,,,,,
2993,SCENE 5630 S FR,1,,,,,,,,,,
2994,SCENE 5630 S LA,1,,,,,,,,,,
2995,SCENE 5631 S SH,1,,,,,,,,,,
2996,SCENE 5632 S. L,1,,,,,,,,,,
2997,SCENE 5633 S MO,1,,,,,,,,,,
2998,SCENE 5633 W IO,1,,,,,,,,,,
2999,SCENE 5635 S SA,1,,,,,,,,,,
3000,SCENE 564 LUCIL,1,,,,,,,,,,
3001,SCENE 5640 S TH,1,,,,,,,,,,
3002,SCENE 5641 S GR,1,,,,,,,,,,
3003,SCENE 5641 S NO,1,,,,,,,,,,
3004,SCENE 5642 W DI,1,,,,,,,,,,
3005,SCENE 5643 W IO,1,,,,,,,,,,
3006,SCENE 5652 S WE,1,,,,,,,,,,
3007,SCENE 5656 S WA,1,,,,,,,,,,
3008,SCENE 5659  N J,1,,,,,,,,,,
3009,SCENE 566 E. 67,1,,,,,,,,,,
3010,SCENE 5669 SOUT,1,,,,,,,,,,
3011,SCENE 5700 S WO,1,,,,,,,,,,
3012,SCENE 5701 N CL,1,,,,,,,,,,
3013,SCENE 5701 S. S,1,,,,,,,,,,
3014,SCENE 5701 W. 7,1,,,,,,,,,,
3015,SCENE 5704 S DA,1,,,,,,,,,,
3016,SCENE 5704 S. G,1,,,,,,,,,,
3017,SCENE 5707 S. S,1,,,,,,,,,,
3018,SCENE 5707S HON,1,,,,,,,,,,
3019,SCENE 5708 WEST,1,,,,,,,,,,
3020,SCENE 5709 S. W,1,,,,,,,,,,
3021,SCENE 5714 W CE,1,,,,,,,,,,
3022,SCENE 5717 S NA,1,,,,,,,,,,
3023,SCENE 5718 S WA,1,,,,,,,,,,
3024,SCENE 5718 W WA,1,,,,,,,,,,
3025,SCENE 5720 W 95,1,,,,,,,,,,
3026,SCENE 5721 S WE,1,,,,,,,,,,
3027,SCENE 5722 S LA,1,,,,,,,,,,
3028,SCENE 5722 W. M,1,,,,,,,,,,
3029,SCENE 5726  W S,1,,,,,,,,,,
3030,SCENE 5726 S BI,1,,,,,,,,,,
3031,SCENE 5727 WEST,1,,,,,,,,,,
3032,SCENE 5728 S EL,1,,,,,,,,,,
3033,SCENE 5728 S. L,1,,,,,,,,,,
3034,SCENE 5729 S WA,1,,,,,,,,,,
3035,SCENE 5732 S EM,1,,,,,,,,,,
3036,SCENE 5734 N WI,1,,,,,,,,,,
3037,SCENE 5735 S CA,1,,,,,,,,,,
3038,SCENE 5735 S LO,1,,,,,,,,,,
3039,SCENE 5737 W NO,1,,,,,,,,,,
3040,SCENE 574 E 36T,1,,,,,,,,,,
3041,SCENE 5741 S SP,1,,,,,,,,,,
3042,SCENE 5746 S LA,1,,,,,,,,,,
3043,SCENE 5746 S WO,1,,,,,,,,,,
3044,SCENE 5748 S HO,1,,,,,,,,,,
3045,SCENE 5748 S WE,1,,,,,,,,,,
3046,SCENE 5749 S. I,1,,,,,,,,,,
3047,SCENE 5749 W HU,1,,,,,,,,,,
3048,SCENE 575 EAST,1,,,,,,,,,,
3049,SCENE 5750 OLD,1,,,,,,,,,,
3050,SCENE 5752 S. S,1,,,,,,,,,,
3051,SCENE 5754 S CA,1,,,,,,,,,,
3052,SCENE 5757 S BI,1,,,,,,,,,,
3053,SCENE 5758 SANG,1,,,,,,,,,,
3054,SCENE 5759 S. A,1,,,,,,,,,,
3055,SCENE 5759 S. G,1,,,,,,,,,,
3056,SCENE 5770 S PE,1,,,,,,,,,,
3057,SCENE 5800 S PE,1,,,,,,,,,,
3058,SCENE 5801 S. S,1,,,,,,,,,,
3059,SCENE 5801 W AU,1,,,,,,,,,,
3060,SCENE 5803 W RA,1,,,,,,,,,,
3061,SCENE 5804 S FA,1,,,,,,,,,,
3062,SCENE 5805 S RI,1,,,,,,,,,,
3063,SCENE 5806 S. W,1,,,,,,,,,,
3064,SCENE 5806 SOUT,1,,,,,,,,,,
3065,SCENE 5808 W. I,1,,,,,,,,,,
3066,SCENE 5811  S W,1,,,,,,,,,,
3067,SCENE 5812 S MA,1,,,,,,,,,,
3068,SCENE 5812 S. L,1,,,,,,,,,,
3069,SCENE 5812 S. S,1,,,,,,,,,,
3070,SCENE 5813 W 35,1,,,,,,,,,,
3071,SCENE 5815 W WA,1,,,,,,,,,,
3072,SCENE 5818 W WA,1,,,,,,,,,,
3073,SCENE 5819 SOUT,1,,,,,,,,,,
3074,SCENE 5819 W WA,1,,,,,,,,,,
3075,SCENE 5820 S LA,1,,,,,,,,,,
3076,SCENE 5820 SOUT,1,,,,,,,,,,
3077,SCENE 5821 N. B,1,,,,,,,,,,
3078,SCENE 5825 S ST,1,,,,,,,,,,
3079,SCENE 5832 S TH,1,,,,,,,,,,
3080,SCENE 5835 W HU,1,,,,,,,,,,
3081,SCENE 5839 W SU,1,,,,,,,,,,
3082,SCENE 5840 SOUT,1,,,,,,,,,,
3083,SCENE 5841 N MA,1,,,,,,,,,,
3084,SCENE 5842 W 62,1,,,,,,,,,,
3085,SCENE 5843 S WA,1,,,,,,,,,,
3086,SCENE 5843 W AR,1,,,,,,,,,,
3087,SCENE 5848 S HA,1,,,,,,,,,,
3088,SCENE 5850 S FA,1,,,,,,,,,,
3089,SCENE 5853 S. R,1,,,,,,,,,,
3090,SCENE 5900 S. W,1,,,,,,,,,,
3091,SCENE 5900 W. M,1,,,,,,,,,,
3092,SCENE 5901  N.,1,,,,,,,,,,
3093,SCENE 5901 S UN,1,,,,,,,,,,
3094,SCENE 5901 S. A,1,,,,,,,,,,
3095,SCENE 5913 W. R,1,,,,,,,,,,
3096,SCENE 5916 S PA,1,,,,,,,,,,
3097,SCENE 5917 S. L,1,,,,,,,,,,
3098,SCENE 5923-25 S,1,,,,,,,,,,
3099,SCENE 5924 S WI,1,,,,,,,,,,
3100,SCENE 5924 SOUT,1,,,,,,,,,,
3101,SCENE 5928 S MA,1,,,,,,,,,,
3102,SCENE 5934 S MA,1,,,,,,,,,,
3103,SCENE 5935  S.,1,,,,,,,,,,
3104,SCENE 5935 S PA,1,,,,,,,,,,
3105,SCENE 5936 S LA,1,,,,,,,,,,
3106,SCENE 5936 S. P,1,,,,,,,,,,
3107,SCENE 5936 S. S,1,,,,,,,,,,
3108,SCENE 5937 S HE,1,,,,,,,,,,
3109,SCENE 5939 W NO,1,,,,,,,,,,
3110,SCENE 5940 W. C,1,,,,,,,,,,
3111,SCENE 5943 S JU,1,,,,,,,,,,
3112,SCENE 5943 W. C,1,,,,,,,,,,
3113,SCENE 5951 N. N,1,,,,,,,,,,
3114,SCENE 5952 S AD,1,,,,,,,,,,
3115,SCENE 5956 W LA,1,,,,,,,,,,
3116,SCENE 5959 W. M,1,,,,,,,,,,
3117,SCENE 5961 N WI,1,,,,,,,,,,
3118,SCENE 599 E SIB,1,,,,,,,,,,
3119,SCENE 6 SOUTH M,1,,,,,,,,,,
3120,SCENE 60 E 104T,1,,,,,,,,,,
3121,SCENE 600 EAST,1,,,,,,,,,,
3122,SCENE 600 N WAU,1,,,,,,,,,,
3123,SCENE 600 N. SP,1,,,,,,,,,,
3124,SCENE 600 S. HO,1,,,,,,,,,,
3125,SCENE 600 SOUTH,1,,,,,,,,,,
3126,SCENE 6000 S SA,1,,,,,,,,,,
3127,SCENE 6000 W. D,1,,,,,,,,,,
3128,SCENE 6005 SOUT,1,,,,,,,,,,
3129,SCENE 6006 S WI,1,,,,,,,,,,
3130,SCENE 6008 S MA,1,,,,,,,,,,
3131,SCENE 6008 S PR,1,,,,,,,,,,
3132,SCENE 6008 W NO,1,,,,,,,,,,
3133,SCENE 601 E 115,1,,,,,,,,,,
3134,SCENE 601 S. SP,1,,,,,,,,,,
3135,SCENE 6014 S MA,1,,,,,,,,,,
3136,SCENE 602 N CHR,1,,,,,,,,,,
3137,SCENE 6021 S CA,1,,,,,,,,,,
3138,SCENE 6022 N WI,1,,,,,,,,,,
3139,SCENE 603 N CEN,1,,,,,,,,,,
3140,SCENE 603 S. IN,1,,,,,,,,,,
3141,SCENE 6042 S MA,1,,,,,,,,,,
3142,SCENE 6042 S MO,1,,,,,,,,,,
3143,SCENE 6042 W BE,1,,,,,,,,,,
3144,SCENE 6043 S KI,1,,,,,,,,,,
3145,SCENE 6045 S TA,1,,,,,,,,,,
3146,SCENE 6050 S SA,1,,,,,,,,,,
3147,SCENE 6054 S. M,1,,,,,,,,,,
3148,SCENE 6058 S MA,1,,,,,,,,,,
3149,SCENE 6058 S RI,1,,,,,,,,,,
3150,SCENE 6059 S RI,1,,,,,,,,,,
3151,SCENE 606 E 79T,1,,,,,,,,,,
3152,SCENE 6060 N. L,1,,,,,,,,,,
3153,SCENE 6076 SOUT,1,,,,,,,,,,
3154,SCENE 608 E. 84,1,,,,,,,,,,
3155,SCENE 6086 S 75,1,,,,,,,,,,
3156,SCENE 610 E 62N,1,,,,,,,,,,
3157,SCENE 610 N. RI,1,,,,,,,,,,
3158,SCENE 6100 S/B,1,,,,,,,,,,
3159,SCENE 6101 W SH,1,,,,,,,,,,
3160,SCENE 6102 S HA,1,,,,,,,,,,
3161,SCENE 6103 S CO,1,,,,,,,,,,
3162,SCENE 6104 S SA,1,,,,,,,,,,
3163,SCENE 6105 W DI,1,,,,,,,,,,
3164,SCENE 6111 S TR,1,,,,,,,,,,
3165,SCENE 6119 S. M,1,,,,,,,,,,
3166,SCENE 6120 S EL,1,,,,,,,,,,
3167,SCENE 6120 SLAN,1,,,,,,,,,,
3168,SCENE 6123 S CO,1,,,,,,,,,,
3169,SCENE 6124 N. W,1,,,,,,,,,,
3170,SCENE 6129 S TR,1,,,,,,,,,,
3171,SCENE 613 S. ST,1,,,,,,,,,,
3172,SCENE 6130 S. K,1,,,,,,,,,,
3173,SCENE 6135 S VE,1,,,,,,,,,,
3174,SCENE 6136 S. L,1,,,,,,,,,,
3175,SCENE 6136 S.CA,1,,,,,,,,,,
3176,SCENE 614 N RID,1,,,,,,,,,,
3177,SCENE 614 S. OA,1,,,,,,,,,,
3178,SCENE 6141 S. E,1,,,,,,,,,,
3179,SCENE 6145 S KI,1,,,,,,,,,,
3180,SCENE 6145 S. A,1,,,,,,,,,,
3181,SCENE 6149 S WA,1,,,,,,,,,,
3182,SCENE 615 E 87T,1,,,,,,,,,,
3183,SCENE 615 S. KO,1,,,,,,,,,,
3184,SCENE 6151 S. M,1,,,,,,,,,,
3185,SCENE 6152 SOUT,1,,,,,,,,,,
3186,SCENE 6153 S MO,1,,,,,,,,,,
3187,SCENE 6153 S WE,1,,,,,,,,,,
3188,SCENE 6154 S KI,1,,,,,,,,,,
3189,SCENE 6154 S. S,1,,,,,,,,,,
3190,SCENE 6157 S. K,1,,,,,,,,,,
3191,SCENE 6158 S AS,1,,,,,,,,,,
3192,SCENE 616 E 81S,1,,,,,,,,,,
3193,SCENE 616 N LAT,1,,,,,,,,,,
3194,SCENE 616 W. WA,1,,,,,,,,,,
3195,SCENE 6164 S MI,1,,,,,,,,,,
3196,SCENE 619 EAST,1,,,,,,,,,,
3197,SCENE 619 N MAY,1,,,,,,,,,,
3198,SCENE 619 W 73R,1,,,,,,,,,,
3199,SCENE 6200 DEVO,1,,,,,,,,,,
3200,SCENE 6200 W BL,1,,,,,,,,,,
3201,SCENE 6201 S TR,1,,,,,,,,,,
3202,SCENE 6201 S. A,1,,,,,,,,,,
3203,SCENE 6204 S TR,1,,,,,,,,,,
3204,SCENE 6205 S WH,1,,,,,,,,,,
3205,SCENE 6205 S. S,1,,,,,,,,,,
3206,SCENE 6206 S. T,1,,,,,,,,,,
3207,SCENE 6210 N MO,1,,,,,,,,,,
3208,SCENE 6210 N. L,1,,,,,,,,,,
3209,SCENE 6210 S KI,1,,,,,,,,,,
3210,SCENE 6211 ROCK,1,,,,,,,,,,
3211,SCENE 6211 S EB,1,,,,,,,,,,
3212,SCENE 6212 S VE,1,,,,,,,,,,
3213,SCENE 6212 S. K,1,,,,,,,,,,
3214,SCENE 6212 SOUT,1,,,,,,,,,,
3215,SCENE 6215 S WA,1,,,,,,,,,,
3216,SCENE 6216 S EV,1,,,,,,,,,,
3217,SCENE 6216 S MA,1,,,,,,,,,,
3218,SCENE 6216 S. L,1,,,,,,,,,,
3219,SCENE 6218  S.,1,,,,,,,,,,
3220,SCENE 6218  S.P,1,,,,,,,,,,
3221,SCENE 6219 1/2,1,,,,,,,,,,
3222,SCENE 622 N AVE,1,,,,,,,,,,
3223,SCENE 6221 S MA,1,,,,,,,,,,
3224,SCENE 6224 S RH,1,,,,,,,,,,
3225,SCENE 6229 S DA,1,,,,,,,,,,
3226,SCENE 623 N. SA,1,,,,,,,,,,
3227,SCENE 6230 S TA,1,,,,,,,,,,
3228,SCENE 6232  S.,1,,,,,,,,,,
3229,SCENE 6234 S CO,1,,,,,,,,,,
3230,SCENE 6235 S HO,1,,,,,,,,,,
3231,SCENE 6237 S EL,1,,,,,,,,,,
3232,SCENE 624 N RID,1,,,,,,,,,,
3233,SCENE 6243 S EV,1,,,,,,,,,,
3234,SCENE 6249 S CA,1,,,,,,,,,,
3235,SCENE 625 W. 10,1,,,,,,,,,,
3236,SCENE 6251 S WA,1,,,,,,,,,,
3237,SCENE 6253 S WH,1,,,,,,,,,,
3238,SCENE 6254 S CA,1,,,,,,,,,,
3239,SCENE 626 E 71S,1,,,,,,,,,,
3240,SCENE 626 E. 71,1,,,,,,,,,,
3241,SCENE 628 LINDA,1,,,,,,,,,,
3242,SCENE 628 N MAY,1,,,,,,,,,,
3243,SCENE 63 W HICK,1,,,,,,,,,,
3244,SCENE 6300 S ST,1,,,,,,,,,,
3245,SCENE 6300 S WO,1,,,,,,,,,,
3246,SCENE 6301 S. C,1,,,,,,,,,,
3247,SCENE 6301 W GE,1,,,,,,,,,,
3248,SCENE 6303 S SA,1,,,,,,,,,,
3249,SCENE 6306 S. A,1,,,,,,,,,,
3250,SCENE 6307 S EB,1,,,,,,,,,,
3251,SCENE 6308 N. W,1,,,,,,,,,,
3252,SCENE 631 S KIL,1,,,,,,,,,,
3253,SCENE 631 W 47T,1,,,,,,,,,,
3254,SCENE 6311 S. R,1,,,,,,,,,,
3255,SCENE 6320 S RH,1,,,,,,,,,,
3256,SCENE 6320 SOUT,1,,,,,,,,,,
3257,SCENE 6322 SOUT,1,,,,,,,,,,
3258,SCENE 6324 S. M,1,,,,,,,,,,
3259,SCENE 6328 S LA,1,,,,,,,,,,
3260,SCENE 6329 S CA,1,,,,,,,,,,
3261,SCENE 6333 S RO,1,,,,,,,,,,
3262,SCENE 6338 S WI,1,,,,,,,,,,
3263,SCENE 6338 S. H,1,,,,,,,,,,
3264,SCENE 6339 S. S,1,,,,,,,,,,
3265,SCENE 634 N RID,1,,,,,,,,,,
3266,SCENE 6340 S AL,1,,,,,,,,,,
3267,SCENE 6340 S. E,1,,,,,,,,,,
3268,SCENE 6341 S FR,1,,,,,,,,,,
3269,SCENE 6341 S WE,1,,,,,,,,,,
3270,SCENE 6342 N LA,1,,,,,,,,,,
3271,SCENE 6343 S WO,1,,,,,,,,,,
